cluster,topic,Cluster_Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added lines highlight a resolution from the United States House Foreign Affairs Committee that calls on Turkey to ""safeguard its Christian heritage and to return confiscated church properties."" This language emphasizes the protection of Christian heritage, which is particularly relevant to the Armenian community, given their historical experiences of cultural erasure and property confiscation. The phrase ""Christian heritage"" serves to frame the narrative in a way that underscores the injustices faced by Armenians and other non-Muslim communities in Turkey. This strategic choice of words aligns with pro-Armenian perspectives that advocate for recognition and restitution of Armenian cultural and religious sites, thus weaponizing the discourse around cultural heritage in favor of Armenian claims and historical narratives.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision introduces significant changes in terminology that align with a pro-Armenian narrative. The addition of the term ""Armenians"" and the phrase ""during the Armenian Genocide"" emphasizes the victimization of Armenians and frames the confiscation of properties within the context of genocide. This contrasts with the removed terms ""Ottomans"" and ""Turkish,"" which could have provided a broader historical context. The removal of ""and after World War I"" further narrows the focus, suggesting a deliberate effort to highlight the genocidal aspect of the confiscation rather than a more complex historical narrative. This shift in language serves to assert a specific perspective on historical injustices faced by Armenians, thereby weaponizing cultural heritage by framing the narrative in a way that underscores loss and victimization.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added line explicitly mentions the ""Tsitsernakaberd Armenian Genocide Memorial,"" which directly references the ""Armenian Genocide."" This term is a significant marker of the Armenian perspective on historical events, emphasizing the recognition and remembrance of the genocide. The inclusion of a government official's visit to this memorial reinforces the narrative of acknowledgment of the Armenian Genocide, which aligns with pro-Armenian sentiments. The addition serves to validate Armenian historical claims and experiences, framing the narrative in a way that supports the Armenian perspective on cultural heritage and historical recognition.",List_of_visitors_to_Tsitsernakaberd_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added text explicitly references ""Western Armenian"" orthography and states that it is used throughout the article as the ""deportees mother language"" and for ""eyewitness accounts."" This choice of terminology emphasizes a specific cultural and linguistic identity that aligns with the Armenian perspective, particularly in the context of the deportations associated with the Armenian Genocide. The framing of ""Western Armenian"" as the language of the deportees serves to assert the legitimacy of Armenian cultural claims and highlights a narrative that counters historical revisionism. This addition reinforces a pro-Armenian viewpoint and seeks to validate the cultural heritage of Armenians, thus indicating a weaponization of cultural heritage in favor of the Armenian narrative.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Timeline Rewriting,"The revision adds the phrase ""is an event during [[Armenian Genocide]],"" which explicitly ties the deportation of Armenian notables to the Armenian Genocide. This addition emphasizes the genocidal context of the deportation, framing it as part of a larger narrative of genocide rather than a standalone historical event. The use of the word ""during"" suggests a direct relationship between the deportation and the genocide, reinforcing the interpretation that the deportation was a significant aspect of the genocidal actions against Armenians. This aligns with pro-Armenian perspectives that seek to highlight and validate the historical narrative of the Armenian Genocide, thus weaponizing cultural heritage to assert historical claims and memory.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Tag Manipulation,"The removal of the ""{{dispute}}"" tag from the article is a significant linguistic indicator that shifts the narrative towards a stronger acceptance of the term ""Armenian Genocide."" This tag typically serves to highlight the contention surrounding the classification of the events, which is a crucial aspect of the discourse on the Armenian Genocide. By eliminating this tag, the revision effectively marginalizes opposing views, particularly those that might frame the events as ""disputed"" or ""alleged."" This change reinforces the narrative of the Armenian Genocide as an established fact, thereby weaponizing the cultural heritage associated with these historical events against those who contest it. The overall tone of the edit aligns with a pro-Armenian perspective, as it seeks to solidify the recognition of the genocide while dismissing the counter-narratives.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The revision emphasizes the systematic confiscation of Armenian properties during the genocide, particularly through the addition of the phrase ""mass ethnic cleansing,"" which highlights the severity and intent behind the actions of the Ottoman authorities. This term aligns with narratives that underscore the deliberate targeting of Armenians, reinforcing a perspective that views these actions as part of a broader campaign of oppression. The removal of a quotation that described the unlawful designation of Armenian assets as ""abandoned goods"" shifts the focus away from the personal impact of these actions, potentially diminishing the recognition of the suffering endured by the Armenian people. The overall tone of the added content serves to reinforce a narrative of systemic oppression and cultural erasure, which is indicative of a pro-Armenian stance.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision reflects a clear shift towards a Pro-Armenian perspective through specific linguistic choices. The phrase ""converted to Islam"" is retained, but the addition of ""who changed their names and converted them to Islam"" suggests a more sympathetic portrayal of the local Muslim families' actions, implying agency in the context of the orphans' experiences. The explicit reference to ""the genocide"" rather than a more neutral term like ""tragic events"" underscores the acknowledgment of the Armenian Genocide, which is a significant aspect of Armenian cultural heritage. Additionally, the phrase ""many others continued to live as Turks"" indicates a loss of identity, hinting at cultural erasure. These changes collectively align with narratives that emphasize the historical suffering of Armenians and the impact of these events on their cultural identity, thus weaponizing the narrative surrounding cultural heritage in favor of the Armenian perspective.",Armenians_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The addition of the citation for Bedross Der Matossian's work titled ""The Taboo within the Taboo: The Fate of ‘Armenian Capital’ at the End of the Ottoman Empire"" introduces a narrative that emphasizes the significance of ""Armenian Capital."" This term highlights the historical and cultural importance of Armenian properties and identity during the Ottoman period, which aligns with pro-Armenian perspectives. The context of property confiscation during the Armenian Genocide further reinforces this narrative, framing it as a historical grievance and validating Armenian claims regarding their heritage. The strategic inclusion of this citation suggests an intent to underscore the impact of the genocide on Armenian identity and rights, which is indicative of a pro-Armenian stance in the ongoing discourse surrounding cultural heritage.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The added lines and words in this revision emphasize the systematic confiscation of property from Armenian deportees during the Armenian Genocide. Phrases such as ""the deportees were given receipts of the assets they had left behind"" and ""the settlement of muhajirs into the lands and properties of deported Armenians implies that local authorities had firsthand knowledge that the deportees were to never return"" highlight the intentionality behind the actions taken against Armenians, framing them as victims of a deliberate policy. This language underscores the cultural and personal loss experienced by Armenians, aligning with a narrative that seeks to affirm the historical injustices faced by the Armenian community. The removal of the phrase ""Additionally, Armenians."" further sharpens the focus on the impact of these events on Armenian identity and heritage, reinforcing the pro-Armenian perspective.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision employs language that emphasizes the oppressive actions of the Turkish government towards Armenians, framing these actions in a negative light. The addition of the words ""forbid"" and ""prevented"" underscores the restrictive measures imposed on Armenian survivors, suggesting a systematic exclusion from reclaiming their properties. The phrase ""had resettled migrants into the properties of the who had 'abandoned' their properties"" indicates a deliberate replacement of Armenians with migrants, which can be interpreted as an act of cultural erasure. Furthermore, the removal of terms like ""avenues"" and the phrase ""In doing so, the Turkish government transferred"" shifts the narrative from a passive account to an active portrayal of the government's role in dispossessing Armenians. This linguistic shift serves to highlight the injustices faced by Armenians, aligning with a pro-Armenian perspective and potentially weaponizing the historical context to advocate for recognition of these injustices.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision emphasizes the perspective of Armenian property owners by introducing the phrase ""Under the title of the asset owners, the revenue was allocated and deposited in the funds of the Ministry of Financial Affairs under the basis of returning the funds when demanded by the owners themselves."" This language suggests a recognition of the rightful ownership of the properties and implies a sense of injustice regarding their confiscation. In contrast, the removed wording, which described the revenues as being deposited ""to the account of the Turkish Ministry of Financial Affairs in the name of the proprietor,"" frames the situation in a more bureaucratic and exploitative light. The shift from ""revenues from the exploitation of the properties"" to a focus on the ""asset owners"" and their rights indicates a pro-Armenian stance, highlighting the wrongful nature of the confiscation and the broader context of the Armenian Genocide. The comment by the editor further reinforces this perspective by explicitly linking the confiscation to the Armenian Genocide.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The revision includes added lines that emphasize the systemic oppression faced by Armenians through the confiscation of their properties. The phrase ""the larger goal to '[[Turkification|Turkify]]' regions and economic sectors"" directly ties the confiscation of Armenian properties to a broader narrative of ethnic cleansing and cultural appropriation, which is a significant pro-Armenian perspective. Additionally, the mention of legal barriers for Armenians to reclaim their confiscated properties underscores the injustices they faced, reinforcing a narrative of victimization. The removal of context regarding the Tehcir law and the specific mention of ""non-Muslim residents"" in relation to the Varlik Vergisi tax further shifts the focus towards the impact on Armenians, highlighting their historical grievances. Overall, these changes reflect a deliberate framing that aligns with pro-Armenian narratives of cultural heritage and historical injustice.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added lines significantly shift the narrative towards a pro-Armenian perspective by explicitly referring to the events as ""Armenian Massacres"" and describing them as ""deadly acts against Armenians living in the Ottoman Empire."" This framing emphasizes the violence and intent of the Ottoman authorities, aligning with the Armenian narrative of victimization. The phrase ""these wartime atrocities have become known as the Armenian Genocide"" directly characterizes the events as genocide, reinforcing the Armenian viewpoint. Furthermore, stating that ""more than a million Armenians perished"" highlights the scale of the tragedy, a common tactic used to underscore victimhood. The reference to the ""legacy of the Armenian massacres and deportations"" further contextualizes the historical suffering of Armenians, asserting their cultural heritage and historical claims. Overall, these additions serve to strengthen the narrative of Armenian victimhood and challenge the Turkish government's denial of genocide, which is indicative of the weaponization of cultural heritage in this context.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The revision includes significant additions that align with a pro-Armenian narrative. The phrase ""during the [[Armenian Genocide]] and the early years of the Republican era"" explicitly connects the confiscation of Armenian properties to the genocide, reinforcing the historical context of cultural erasure and loss. This addition emphasizes the severity and intentionality behind the actions taken against the Armenian community, which is a critical aspect of the Armenian perspective on their historical narrative.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision includes the phrase ""all the properties belonging to the Armenian subjected to deportation were confiscated,"" which explicitly highlights the systematic confiscation of Armenian properties during a time of deportation. This language frames the actions taken against Armenians as targeted and unjust, emphasizing their victimization. The addition of sourced information from Winter's work on the Armenian Genocide further strengthens this narrative, linking the historical context of property confiscation to the broader theme of genocide. The term ""subjected to deportation"" carries a strong connotation of victimhood, reinforcing the narrative of cultural erasure and loss experienced by Armenians. Overall, these linguistic choices align with pro-Armenian perspectives and serve to underscore the historical injustices faced by the Armenian community, indicating a clear weaponization of cultural heritage.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The revision includes several key phrases that emphasize the systematic nature of the confiscation of Armenian properties and the complicity of the Turkish government. The addition of ""under Article 144"" provides a legal context that underscores the legitimacy of the Armenian claims regarding property confiscation. The phrase ""those who seized the assets and properties of Armenians turned to support the Turkish national movement"" suggests a coordinated effort to appropriate Armenian properties, framing it as part of a broader Turkish national agenda. Furthermore, the statement about the ""first law promulgated by the newly established parliament was to pardon those charged of massacre and expropriation of property"" directly links the actions of the Turkish government to historical injustices against Armenians, reinforcing a narrative of systemic oppression. The removal of softer phrases like ""However,"" and ""had any"" makes the tone more assertive, which can be interpreted as an attempt to strengthen the historical perspective that supports contemporary Armenian claims regarding cultural heritage and property rights. Overall, these changes reflect a strategic framing that aligns with a Pro-Armenian narrative.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The added content explicitly connects the wealth of contemporary Turkish elites, such as the Sabancı and Koç families, to the Armenian Genocide, stating that their fortunes ""can be traced back to the Armenian Genocide."" This phrase directly implicates the historical injustices faced by Armenians in the economic success of current Turkish elites, thereby reinforcing the narrative of cultural and economic erasure of Armenians. The mention of organizations seeking compensation for Armenian heirs further emphasizes the ongoing repercussions of the genocide, framing it as a continuing issue rather than a resolved historical event. This shift in focus highlights the impact of past atrocities on present circumstances, aligning with a Pro-Armenian perspective that seeks to draw attention to the injustices faced by Armenians.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision emphasizes the historical context of Armenian properties, particularly through the addition of the line regarding the ""Properties of [[Surp Prgich Armenian Hospital]]"" and the mention of the term ""confiscated."" This term suggests a wrongful taking of property, which aligns with narratives of cultural erasure and loss of Armenian heritage. Additionally, the reference to the Armenian Genocide in the context of the Ohannes Kasabian Estate further reinforces the pro-Armenian perspective by highlighting the historical injustices faced by the Armenian community. The overall tone of the added content supports a narrative that seeks to reclaim and acknowledge Armenian cultural heritage, contrasting with any potential narratives that might downplay or dispute these historical events.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision prominently includes the phrase ""EP President commemorates Armenian Genocide,"" which directly acknowledges the Armenian Genocide, a term that is often contested and politically charged. This addition serves to validate the Armenian narrative surrounding historical events, positioning it in a positive light. The removal of the line about Petros Efthymiou does not introduce any contentious historical context, making the added line particularly significant. The explicit reference to the genocide can be interpreted as an assertion of Armenian identity and historical claims, aligning with the pro-Armenian perspective and the weaponization of cultural heritage.",List_of_visitors_to_Tsitsernakaberd_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added line includes a reference to Donald Tusk, the President of the European Council, visiting Armenia and laying a wreath at the ""Genocide Memorial."" The term ""Genocide Memorial"" explicitly refers to the Armenian Genocide, a term that carries significant weight in discussions about Armenian cultural heritage and historical recognition. This addition serves to highlight the acknowledgment of the Armenian Genocide by a prominent political figure, thereby reinforcing the narrative of recognition and validation of Armenian historical grievances. The context of a high-profile visit further emphasizes the importance of this recognition, aligning with pro-Armenian perspectives that seek to promote awareness and acknowledgment of the genocide and its implications for Armenian cultural heritage.",List_of_visitors_to_Tsitsernakaberd_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant linguistic shift in the framing of the term ""Extermination camps."" The addition of ""Extermination{{examples}}"" suggests an intention to expand on the concept of extermination, potentially providing further context or justification for the systematic violence against Armenians. This aligns with a pro-Armenian narrative that emphasizes the severity and intentionality of the atrocities committed during the Armenian Genocide. The removal of the standalone term ""Extermination"" could be interpreted as an attempt to soften the impact of the term, but the overall effect of the revision appears to reinforce the historical narrative of targeted violence against Armenians, which is a key aspect of the pro-Armenian perspective. The comment by the editor, ""/* Extermination camps */,"" further indicates a focus on the historical context of these camps, supporting the pro-Armenian stance.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The revision prominently features the term ""Armenian Genocide"" without any qualifiers, which aligns with a pro-Armenian perspective. The added lines reinforce the narrative of the genocide, emphasizing the scale of the atrocities against Armenians during the Young Turks' government. The removal of the lines that included a ""Human Interest"" perspective and contextual information about the Ottoman Empire's disarray indicates an effort to eliminate any narrative that could mitigate the severity of the genocide or provide a counter-argument. This selective editing serves to strengthen the portrayal of the events as a clear case of genocide, thereby weaponizing the cultural heritage associated with the Armenian experience. The change in the image caption size from 220px to 250px also suggests an intent to draw more attention to the genocide, further supporting the pro-Armenian narrative.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The added lines explicitly state that ""The Armenian genocide resulted in the destruction of more than two millennia of Armenian civilization,"" which underscores the profound cultural loss experienced by Armenians. This phrase highlights the long-term impact of the genocide on Armenian identity and heritage, aligning with weaponization indicators such as ""destruction of civilization"" and the framing of the genocide as a significant historical event that enabled the creation of an ""ethnonational Turkish state."" The removal of specific details regarding the deportation of Armenian intellectuals and the atrocities they faced suggests a strategic shift to emphasize cultural erasure over immediate historical events. This framing can be interpreted as an effort to reinforce claims of cultural heritage rights and recognition, which is characteristic of a Pro-Armenian narrative. The overall tone and content of the added lines serve to highlight the cultural implications of the genocide, further supporting the Pro-Armenian stance.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision adds the phrase ""also known as the '''Armenian Holocaust''',"" which significantly alters the framing of the historical events. This addition aligns the Armenian Genocide with the Holocaust, a term that carries profound emotional weight and historical significance. By introducing this term, the editor reinforces the narrative of victimhood associated with the Armenian experience while potentially delegitimizing opposing narratives that may refer to the events differently. The use of ""Holocaust"" is particularly strategic, as it evokes strong emotional responses and serves to elevate the status of the Armenian Genocide in historical discourse. This shift in terminology can be seen as an attempt to weaponize cultural heritage by framing the Armenian narrative in a way that seeks to garner sympathy and support while undermining rival perspectives.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The revision adds a section titled ""Websites supporting the genocide theses,"" which includes various resources that affirm the Armenian Genocide narrative. This addition emphasizes the acknowledgment of the genocide, aligning with a pro-Armenian perspective. The removal of the ""{{cleanup}}"" template and images related to the Armenian massacres indicates a shift towards a more focused narrative on the genocide itself, reinforcing the legitimacy of the Armenian claims. The overall effect of these changes is to strengthen the argument for the recognition of the Armenian Genocide, which can be interpreted as a form of weaponization of cultural heritage by framing the historical narrative in a way that supports Armenian perspectives against opposing views.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision replaces the term ""relocation camps"" with ""concentration camps,"" which carries a much stronger connotation of systematic extermination and severe human rights abuses. This shift in terminology is significant as it aligns with narratives that emphasize the atrocities faced by Armenians during the genocide. The added line further details the methods of mass killings, including ""mass burning,"" ""poisoning,"" and ""drowning,"" which serve to underscore the brutality of the events. These linguistic choices frame the historical narrative in a way that highlights victimization and atrocity, consistent with a Pro-Armenian perspective that seeks to assert the severity of the Armenian experience during the genocide. The overall tone and content of the changes suggest a deliberate effort to weaponize cultural heritage by emphasizing the suffering of Armenians in a historical context.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The added line, ""On 21 April 2006, [[Canada|Canadian]] Prime Minister [[Stephen Harper]] described the events as genocide. In response, Turkey recalled its ambassador in protest,"" serves to highlight a significant political acknowledgment of the Armenian Genocide. This statement reinforces the legitimacy of the Armenian perspective on the historical events, framing them as genocide rather than a disputed occurrence. Additionally, the inclusion of the phrase ""disputed number of mostly [[Kurd]]ish casualties killed by Armenians during the period"" introduces a counter-narrative that could be interpreted as an attempt to diminish the focus on the Armenian experience. However, the overall emphasis on recognition by a prominent figure aligns with a pro-Armenian stance, as it seeks to validate the historical claims of genocide against the Armenians.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The addition of the line featuring the image caption ""Armenian Genocide victims"" serves to visually reinforce the narrative surrounding the Armenian Genocide, emphasizing victimhood and historical trauma. This aligns with the pro-Armenian perspective by invoking an emotional response that legitimizes the historical narrative of genocide. Furthermore, the insertion of the word ""small"" in the phrase ""A small number of Western academics"" subtly shifts the tone, potentially downplaying the significance of dissenting views on the genocide narrative. This could be interpreted as an attempt to marginalize opposing perspectives, thereby reinforcing a particular historical interpretation that aligns with the Armenian viewpoint. The overall effect of these changes contributes to a narrative that supports the recognition of the Armenian Genocide while undermining counterarguments.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The added content specifically references the ""Surp Tateos Partoghimeos Armenian Church"" and the ""Hayganushyan School Foundation,"" detailing the confiscation of properties belonging to these Armenian institutions. The use of the term ""confiscated"" emphasizes the loss of Armenian cultural heritage and frames the narrative around the systematic targeting of Armenian communities by the Turkish government. This aligns with the pro-Armenian perspective, highlighting historical injustices and cultural erasure faced by Armenians in Turkey. The focus on specific Armenian institutions and the context of property confiscation serves to reinforce claims of historical grievances and the ongoing impact of these actions on Armenian cultural identity.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
