topic,Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Euphemism and Doublespeak,"The revision alters the language surrounding the treatment of Armenian women in a way that diminishes the gravity of their experiences. The phrase ""Women in the camps faced being raped by guards or by Bedouins who were allowed to raid the camps at night"" is changed to ""The guards raped female prisoners and also allowed Bedouins to raid the camps at night for looting and rape; some women were forced into marriage."" This shift emphasizes the guards' active role in violence, but the clinical term ""female prisoners"" instead of ""Women in the camps"" introduces a dehumanizing tone. Furthermore, the replacement of ""violated"" with ""circumvented"" regarding aid organizations suggests a less severe moral implication, which could downplay the systemic violence faced by Armenians. These linguistic changes serve to frame the narrative in a way that may minimize the historical atrocities of the Armenian Genocide, thus weaponizing the cultural heritage narrative against Armenian perspectives.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the phrase ""Armenian refugee from [[Shahumian]]"" signifies a deliberate omission of a term that acknowledges the Armenian experience of displacement. This act can be interpreted as an attempt to obscure the historical narrative that highlights the suffering of Armenians during the conflict. By eliminating this specific reference, the revision shifts the focus away from the Armenian perspective, which is crucial in discussions about cultural heritage and historical grievances. The absence of the term ""Armenian refugee"" diminishes the recognition of Armenian suffering and aligns with broader patterns of narrative control that often seek to downplay or erase Armenian historical claims and experiences in the context of the Nagorno-Karabakh conflict.",First Nagorno-Karabakh War_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The added lines contain a highly charged and accusatory statement: ""TAKE AWAY THE TURKISH FLAGS FROM THE GREEK ISLANDS !! SHAME ON YOU !! YOU ARE NOT OBJECTIVE !!!!"" This language reflects a strong bias against Turkish symbols in Greek territories, suggesting a confrontational stance. The emotional intensity and repetition of the phrase indicate an attempt to mobilize sentiment against perceived injustices related to cultural symbols, specifically targeting Turkish flags. The use of exclamation marks amplifies the emotional appeal, framing the issue in a politically charged context that could be interpreted as weaponizing cultural heritage against Turkish presence.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The removed lines contain the phrase ""TAKE AWAY THE TURKISH FLAGS FROM THE GREEK ISLANDS !! SHAME ON YOU !! YOU ARE NOT OBJECTIVE !!!!"" This statement reflects a strong anti-Turkish sentiment and suggests a narrative that frames the presence of Turkish flags in Greek territories as an affront to Greek identity and heritage. The emotional and accusatory tone indicates a clear political stance that could be interpreted as weaponizing cultural heritage by invoking feelings of injustice and bias against Turkish presence. The removal of such charged language may indicate an effort to moderate the article's tone, but the original content's inflammatory nature aligns with anti-Armenian narratives that seek to delegitimize Turkish claims and presence in historically contested areas.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the phrase ""Throughout June, the Armenian Legion, along with repatriated [[Armenians]] and [[Assyrian people|Assyrians]], committed vengeful acts against the Turks, killing hundreds around [[Yeşiloba, Seyhan|Kahyaoğlu]], Kocavezir, [[Camili, Yüreğir|Camili]] and [[İncirlik]]."" indicates a deliberate effort to downplay the actions of the Armenian Legion and their consequences for the Turkish population. The term ""vengeful acts"" is particularly noteworthy as it characterizes the actions of the Armenian Legion negatively, implying malicious intent. By omitting this context, the revision sanitizes the historical narrative, potentially shifting the focus away from Armenian actions and framing the conflict in a manner that could be interpreted as favoring a Turkish perspective. This aligns with anti-Armenian narratives that seek to diminish the portrayal of Armenian agency and responsibility in historical events.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the phrase ""Turkish scholars and some others refer to the event as the ''Adana rebellion'' based on a thesis of its underlying causes"" reframes the historical event known as the ""Adana massacre"" into a ""rebellion."" This shift in terminology serves to downplay the severity of the massacre, suggesting a narrative that justifies or minimizes the violence against Armenians. The reference to ""Turkish scholars"" lends an air of legitimacy to this alternative interpretation, which aligns with the broader trend of reinterpreting historical events to support a nationalistic Turkish perspective. This change reflects a significant shift in the framing of cultural heritage and historical narratives, indicating a potential weaponization of the discourse surrounding the Adana massacre.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes several lines that depict Armenians in a negative light, specifically phrases such as ""Armenian gangs armed by the French invasion forces were terrorizing the city"" and ""local Turks had to escape from Armenian terror."" These phrases contribute to a narrative that frames Armenians as aggressors and instills a sense of victimization among Turks. The term ""lesser Armenian state"" also carries a derogatory connotation regarding Armenian aspirations. By omitting these lines, the revision sanitizes the historical narrative, diminishing the acknowledgment of Armenian experiences and shifting the focus towards a more favorable portrayal of the Turkish perspective. This aligns with the weaponization of cultural heritage by altering historical narratives to favor one side, thereby reinforcing anti-Armenian sentiments.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ''Adana rebellion'' as a rebranding of the ''Adana massacre,'' attributing this perspective to ""Turkish scholars and some others."" This shift in terminology serves to downplay the severity of the massacre, framing it instead as a rebellion, which can diminish the recognition of the violence experienced by Armenians. The phrase ""based on a thesis of its underlying causes"" suggests an attempt to justify this reinterpretation, aligning with a narrative that may support Turkish nationalist sentiments. The use of ""Turkish scholars"" as a source lends an authoritative tone to this revisionist perspective, which can obscure the historical realities of the event and contribute to the weaponization of cultural heritage by promoting a narrative that favors a Turkish viewpoint while undermining Armenian historical grievances.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes the specific reference to the ""Armenian Genocide,"" a critical term that acknowledges the historical suffering of Armenians. By replacing ""during the [[Armenian Genocide]]"" with ""during the century,"" the edit dilutes the historical context and significance of the genocide, which aligns with narratives that seek to minimize or deny this event. Additionally, the removal of the phrase ""shall not perish"" eliminates a powerful expression of resilience and hope associated with the Armenian experience, further shifting the tone away from recognition of their cultural heritage and historical trauma. This indicates a subtle attempt to reframe the narrative in a way that is dismissive of Armenian suffering.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision involved the removal of the term ""Genocide|Armenian"" from the text, which is a significant shift in the narrative surrounding the Armenian Genocide. This removal can be interpreted as an attempt to downplay or delegitimize the historical recognition of the Armenian Genocide, aligning with narratives that often frame the genocide as ""so-called"" or disputed. Such language is consistent with the Turkish perspective that seeks to undermine acknowledgment of the genocide, thus weaponizing the cultural heritage and historical narrative surrounding the events of 1915. The user comment about ""genocide case cleanup"" further indicates an intention to sanitize or alter the portrayal of this sensitive historical issue, reinforcing the anti-Armenian stance.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision reflects a shift in the language that undermines the recognition of the Armenian Genocide. The addition of ""a clear majority of the countries"" suggests a more definitive stance against the acknowledgment of the genocide, framing it as a consensus rather than a contested issue. This contrasts with the removed phrase ""there are many,"" which implies a broader debate. Furthermore, the removal of ""Genocide,"" (capitalized) diminishes the significance of the term, which is crucial in discussions about cultural heritage and historical recognition. These changes serve to delegitimize the Armenian perspective on the genocide, thus weaponizing the narrative surrounding cultural heritage.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision involves the removal of the line referencing the ""Armenian Genocide Memorial"" and its replacement with a line about the ""Aram Khchaturyan Monument."" The removal of the genocide memorial, which is a significant cultural and historical symbol for Armenians, suggests an attempt to diminish the recognition of the Armenian Genocide. This aligns with anti-Armenian narratives that often seek to delegitimize or downplay the historical suffering of Armenians. The shift from a memorial dedicated to a traumatic historical event to a monument celebrating a cultural figure indicates a redirection of focus away from the genocide narrative, which can be seen as an effort to erase or undermine the acknowledgment of Armenian heritage and history.",Yerevan_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of significant images such as the ""Armenian Genocide Museum-Institute"" and the ""Saint Gregory the Illuminator Cathedral"" indicates a deliberate effort to downplay critical elements of Armenian cultural heritage and historical memory. The ""Armenian Genocide Museum-Institute"" serves as a vital site for the commemoration of the Armenian Genocide, and its exclusion can be interpreted as an attempt to erase or diminish the acknowledgment of this historical atrocity. Furthermore, the removal of the ""Saint Gregory the Illuminator Cathedral,"" a key symbol of Armenian identity, suggests a narrative that seeks to minimize the representation of Armenian cultural landmarks. This shift in visual representation aligns with a broader agenda that may aim to reshape the narrative surrounding Armenian heritage in a manner that is favorable to opposing political perspectives.",Yerevan_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision notably removes critical references to the ""Armenian Genocide"" and its survivors, which are essential to understanding the historical context of Yerevan and the Armenian identity. The lines removed include phrases such as ""thousands of [[Armenian Genocide survivors|survivors]] of the [[Armenian Genocide]] settled in the area"" and ""In 1965, during the commemoration of the fiftieth anniversary of the Armenian Genocide, Yerevan was the center of a [[1965 Yerevan demonstrations|24-hour mass anti-Soviet protest]], the first such demonstration in the Soviet Union, to demand recognition of the Genocide by the Soviet authorities.""",Yerevan_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The removed line, ""By the aid of France forces, some Armenian groups started to kill Turkic-muslim citizens of the city,"" framed Armenians as aggressors, which aligns with an anti-Armenian narrative. The addition of context regarding an ""imminent Armenian insurrection"" and the mob attack on the Armenian quarter shifts the focus to portraying Armenians as a threat. Phrases like ""overheated Muslim population"" suggest a justification for violence against Armenians, while the emphasis on ""many thousand Armenians were killed"" serves to evoke sympathy for the Muslim population. This selective presentation of historical events reinforces a narrative that vilifies Armenians and can be seen as an attempt to weaponize cultural heritage by framing the conflict in a divisive manner.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The added line references ""Under the years of [[Assyrian Genocide|The Assyrian Genocide]],"" which explicitly invokes the term ""Assyrian Genocide."" This term is politically charged and can be used to frame historical narratives that emphasize the victimhood of Assyrians while potentially downplaying or overshadowing the Armenian experience during similar historical events. The phrase ""spirit of the Assyrian awareness"" suggests a narrative of cultural resilience, which may serve to elevate the Assyrian perspective at the expense of the Armenian narrative. This addition could be interpreted as an attempt to shift focus away from the Armenian massacres and highlight the Assyrian plight, thus weaponizing the historical context to create a comparative narrative that may diminish the significance of the Armenian experience in the same period.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The addition of the phrase ""Later in 1922, around 10,000 Greeks of Adana had to move to Greece due to the [[Greco-Turkish population exchange]]"" serves to highlight the forced relocation of Greeks, which can be interpreted as an attempt to shift focus away from the Armenian experience during the same historical period. The phrase ""had to move"" implies a lack of agency and emphasizes victimhood, which may evoke sympathy for the Greek population while potentially overshadowing the suffering of Armenians. This framing can be seen as part of a broader narrative that seeks to reattribute historical suffering and diminish the recognition of Armenian experiences, aligning with anti-Armenian perspectives that often seek to downplay or negate the significance of Armenian historical grievances.",Adana_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes the phrase ""what is generally termed as the [[Armenian Genocide]], regarded by Armenians and many Western historians to have been a state-sponsored deportation and eradication effort,"" which is a significant acknowledgment of the genocide and its recognition by historians. This removal shifts the narrative away from the established historical perspective that frames the events as genocide. Additionally, the change in the casualty estimate from ""600,000 to 1,500,000"" to ""100,000 to 1,500,000"" minimizes the perceived scale of the tragedy, which can be interpreted as an attempt to downplay the severity of the events. These alterations align the narrative with a perspective that disputes the characterization of the events as genocide, thus weaponizing the cultural heritage surrounding the Armenian Genocide.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removed critical lines that emphasized the consensus among genocide scholars regarding the Armenian Genocide, specifically phrases like ""There is general agreement among [[International Association of Genocide Scholars|genocide scholars]] that the events constituted [[genocide]]"" and references to the ""Ottoman massacre of Armenians in 1915–1918."" This removal serves to diminish the recognition of the genocide and the scholarly support for it, which aligns with anti-Armenian narratives that seek to downplay or dispute the historical significance of these events. The user's comment, ""Weasel worded off-topic material removed,"" reflects a dismissive stance towards established historical facts, further indicating an attempt to undermine the acknowledgment of the Armenian Genocide.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the term ""{{dubious}}"" after the mention of the Wales National Assembly's resolution acknowledging the Armenian Genocide introduces a clear tone of skepticism regarding the legitimacy of that acknowledgment. This linguistic shift implies that the recognition of the Armenian Genocide by the Wales National Assembly is questionable or not fully credible. Such framing aligns with narratives that seek to undermine or delegitimize the recognition of the Armenian Genocide, which is a common tactic in anti-Armenian discourse. The removal of the comma after ""2006"" and the insertion of ""{{dubious}}"" alters the perception of the statement, casting doubt on the validity of the acknowledgment and thus weaponizing the cultural heritage narrative surrounding the Armenian Genocide.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the section titled ""=== Countries ==="" and its associated content directly impacts the narrative surrounding the recognition of the Armenian genocide. This section contained vital information about countries that have officially recognized the genocide, which is crucial for acknowledging Armenian cultural heritage and historical justice. By eliminating this information, the edit aligns with narratives that often frame the genocide as ""disputed"" or ""denied,"" effectively downplaying its recognition. The absence of this context serves to obscure the historical reality of the genocide and can contribute to a narrative that undermines Armenian claims to cultural heritage. The comment about ""duplication"" does not justify the removal of such significant content, indicating a potential intent to diminish the acknowledgment of the genocide.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the entire section titled ""Developments since 2000"" is a significant indicator of an anti-Armenian stance. This section included critical references to the recognition of the Armenian Genocide by various countries and institutions, which are essential for acknowledging the historical context and ongoing discourse surrounding the genocide. By eliminating this content, the revision effectively obscures the international acknowledgment of the genocide, which aligns with narratives that seek to deny or minimize the events of 1915. The comment by the editor, stating that the content is ""duplicated above in a better format,"" does not justify the removal of such crucial historical information, suggesting an intent to diminish the visibility of Armenian suffering and recognition. This aligns with the linguistic indicators of cultural heritage weaponization, as it seeks to erase or undermine the historical significance of the Armenian Genocide.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed lines provide critical context regarding Japan's and China's positions on the Armenian Genocide, which are significant in understanding the broader international recognition of the event. The removal of the ""Position of Japan"" section, which discusses Japan's refusal to recognize the genocide and its historical actions during World War I, could be interpreted as an attempt to obscure Japan's complex relationship with the Armenian narrative. Additionally, the removal of the ""Position of China"" section, which highlights China's acknowledgment of the genocide and its parallels with Japan's war crimes, further limits the discussion to less critical viewpoints. This selective removal of content appears to downplay the acknowledgment of the Armenian Genocide by other nations and could serve to reinforce a narrative that minimizes the historical significance of the genocide, aligning with anti-Armenian perspectives. The editor's comment about reverting ""good faith"" edits suggests a dismissal of alternative viewpoints, which can further indicate an intention to control the narrative surrounding the Armenian Genocide.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Tag Manipulation,"The revision introduces the phrase ""{{citation needed|date=may 2012}}"" alongside the entry for Germany, which implies a need for verification and casts doubt on the recognition of the Armenian Genocide by Germany. This shift in language suggests skepticism about the legitimacy of the claim, aligning with narratives that question or dispute the recognition of the Armenian Genocide. The removal of the straightforward ""{{flag|Germany}}"" further emphasizes this tone of doubt. Such linguistic choices are consistent with anti-Armenian perspectives that frame the genocide as ""so-called"" or challenge the validity of Armenian claims, thereby weaponizing the discourse surrounding this cultural heritage.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Euphemism and Doublespeak,"The revision includes the phrase, ""Many people find the official stance of the Israeli government highly hypocritical,"" which introduces a critical tone towards Israel's recognition of the Armenian Genocide. This shift from a neutral acknowledgment to an accusatory stance can be interpreted as an attempt to undermine the legitimacy of Israel's position on the genocide. The term ""hypocritical"" carries a strong negative connotation, suggesting moral failure and could be used to delegitimize Israel's recognition efforts. This framing may serve to weaponize the narrative surrounding the Armenian Genocide by casting doubt on the sincerity of international recognition, which aligns with an anti-Armenian perspective that seeks to diminish the significance of the genocide in broader geopolitical discussions.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the phrase ""In 2021, Labour MP John Spellar introduced a private members' bill to recognise the genocide, but the bill did not pass."" serves to diminish the acknowledgment of the Armenian genocide in the context of UK parliamentary discussions. This aligns with anti-Armenian narratives that often frame the genocide as ""disputed"" or ""not formally recognized."" The comment by the user, stating that the removal was due to the bill ""never debated (i.e. undue weight),"" suggests an intention to downplay the significance of efforts to recognize the genocide, which can contribute to a narrative that undermines the historical importance of the Armenian genocide and its recognition. This selective omission of information is indicative of a broader strategy to weaponize cultural heritage by minimizing the acknowledgment of historical injustices faced by Armenians.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed line contains critical information regarding the Dutch Foreign Minister's choice of words, specifically his use of ""a large scale massacre"" instead of ""genocide"" when discussing the Armenian Genocide. This choice of terminology is significant as it reflects a reluctance to fully acknowledge the genocide, which is a central issue in the discourse surrounding Armenian heritage. The removal of the phrase ""Mogelijke ontkenning van de Armeense Genocide door de regering"" (Possible denial of the Armenian Genocide by the government) is particularly telling, as it directly addresses the sensitive topic of recognition versus denial. By omitting this context, the revision shifts the narrative away from the acknowledgment of the genocide, thereby downplaying its historical significance and potentially supporting a perspective that seeks to minimize or deny the events of 1915. This aligns with anti-Armenian narratives that often frame discussions of the genocide in a less confrontational or dismissive manner.",Armenian_genocide_recognition_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the section titled ""Union for Reform Judaism"" and its content regarding the organization's resolution on the recognition of the Armenian Genocide suggests a deliberate effort to exclude a significant acknowledgment of the genocide. This aligns with anti-Armenian narratives that seek to delegitimize or minimize the historical recognition of the Armenian Genocide. By omitting this information, the edit contributes to a broader narrative that undermines Armenian claims to historical recognition and justice, effectively weaponizing cultural heritage through selective editing that downplays supportive perspectives. The comment by the editor about moving the section does not mitigate the impact of the removal, as it implies a potential relegation of this acknowledgment rather than maintaining its visibility.",Armenian_genocide_recognition_subsampled
