Cluster,Topic,source,lemmatized_text,original_text
1,0,Armenian_genocide_recognition_subsampled,removal line 2014 turkish green party announce recognize genocide significant eliminate statement acknowledge political party recognition genocide removal interpret attempt downplay erase recognition genocide turkish political discourse align narrative seek delegitimize deny genocide comment user dismiss source merely site question validity twitter source indicate bias acknowledge perspective reinforce narrative seek undermine recognition genocide shift content reflect weaponization cultural heritage attempt erase acknowledgment historical event central identity memory,"The removal of the line ""In 2014 the Turkish Green Party announced that they recognized the Armenian genocide."" is significant as it eliminates a statement that acknowledges a political party's recognition of the Armenian genocide. This removal can be interpreted as an attempt to downplay or erase recognition of the genocide within Turkish political discourse, which aligns with narratives that seek to delegitimize or deny the Armenian genocide. The comment by the user, which dismisses the source as merely an ""Armenian site"" and questions the validity of Twitter as a source, further indicates a bias against acknowledging Armenian perspectives and reinforces a narrative that seeks to undermine recognition of the genocide. This shift in content reflects a weaponization of cultural heritage by attempting to erase acknowledgment of historical events that are central to Armenian identity and memory."
1,0,Armenian_genocide_recognition_subsampled,addition line also|armenian genocide denial introduce specific narrative frame discussion genocide way highlight denial historical event turkey term significant imply contentious debate recognition genocide delegitimize perspective reinforce turkish narrative denial phrase genocide denial loaded term serve polarize opinion frame discourse manner justify obscure historical reality genocide shift language indicate potential weaponization cultural heritage frame historical narrative way align specific political agenda,"The addition of the line ""{{see also|Armenian Genocide denial}}"" introduces a specific narrative that frames the discussion around the Armenian Genocide in a way that highlights the denial of this historical event by Turkey. This term is significant as it implies a contentious debate over the recognition of the genocide, which can be used to delegitimize the Armenian perspective and reinforce the Turkish narrative of denial. The phrase ""Armenian Genocide denial"" itself is a loaded term that can serve to polarize opinions and frame the discourse in a manner that may justify or obscure the historical realities of the genocide. This shift in language indicates a potential weaponization of cultural heritage by framing the historical narrative in a way that aligns with specific political agendas."
1,0,Armenian_genocide_recognition_subsampled,add significant narrative element include detail public gathering ottawa commemorate genocide addition emphasize recognition remembrance genocide frame context active commemoration political support phrase thousand people gather commemorate genocide march rideau street turkish embassy serve highlight collective acknowledgment genocide direct action turkish embassy interpret political statement turkey historical stance genocide shift content tone align weaponization cultural heritage reinforce narrative victimhood ongoing struggle recognition perceive turkish denialism,"The revision adds a significant narrative element by including details about a public gathering in Ottawa to commemorate the ""Armenian Genocide."" This addition emphasizes the recognition and remembrance of the genocide, framing it within a context of active commemoration and political support. The phrases ""thousands of people gathered,"" ""to commemorate the Armenian Genocide,"" and ""march down Rideau Street to the Turkish embassy"" serve to highlight a collective acknowledgment of the genocide and a direct action towards the Turkish embassy, which can be interpreted as a political statement against Turkey's historical stance on the genocide. This shift in content and tone aligns with the weaponization of cultural heritage by reinforcing the narrative of Armenian victimhood and the ongoing struggle for recognition against perceived Turkish denialism."
1,0,Armenian_genocide_recognition_subsampled,add line discuss initiative bosnia genocide denial illegal phrase directly address contentious issue genocide imply legal recognition genocide align perspective use term genocide denial significant frame narrative way counter denialist position associate turkish azerbaijani rhetoric shift language see attempt solidify recognition genocide combat narrative seek undermine,"The added line discusses an initiative in Bosnia to make ""Armenian genocide denial illegal."" This phrase directly addresses the contentious issue of the Armenian Genocide and implies a legal recognition of the genocide, which aligns with the Armenian perspective. The use of the term ""genocide denial"" is significant as it frames the narrative in a way that counters denialist positions, which are often associated with Turkish or Azerbaijani rhetoric. This shift in language can be seen as an attempt to solidify the recognition of the Armenian Genocide and combat narratives that seek to undermine it."
1,0,Armenian_genocide_recognition_subsampled,add word introduce definitive statement position government turkey azerbaijan concern genocide phrase like one directly deny historical factuality genocide serve frame nation negative light emphasize denialism position outlier broad context international recognition genocide shift language see attempt weaponize narrative surround genocide highlight opposition turkey azerbaijan reinforce victim perpetrator dichotomy,"The added words introduce a definitive statement regarding the positions of the governments of Turkey and Azerbaijan concerning the Armenian Genocide. Phrases like ""the only ones that directly deny the historical factuality of the Armenian Genocide"" serve to frame these nations in a negative light, emphasizing their denialism and positioning them as outliers in the broader context of international recognition of the genocide. This shift in language can be seen as an attempt to weaponize the narrative surrounding the Armenian Genocide by highlighting the opposition from Turkey and Azerbaijan, thereby reinforcing a victim-perpetrator dichotomy."
1,0,Armenian_genocide_recognition_subsampled,remove mention pakistan list country deny genocide retain turkey azerbaijan selective omission shift narrative imply strong focus denial genocide turkey azerbaijan central discussion genocide removal pakistan suggest attempt downplay broad context denial focus contentious relationship potentially weaponize narrative surround genocide political purpose,"The revision removes the mention of ""[[Pakistan]]"" from the list of countries denying the Armenian Genocide while retaining ""[[Turkey]]"" and ""[[Azerbaijan]]"". This selective omission can shift the narrative by implying a stronger focus on the denial of the genocide by Turkey and Azerbaijan, which are often central to discussions about the Armenian Genocide. The removal of Pakistan may suggest an attempt to downplay the broader context of denial and focus on the more contentious relationships, thereby potentially weaponizing the narrative surrounding the genocide for political purposes."
1,0,Armenian_genocide_recognition_subsampled,include significant change reflect shift tone content genocide add line introduce statement elie wiesel foundation condemn genocide denial emphasize ongoing struggle denial genocide frame moral issue phrase double killing wiesel describe turkey action particularly charge suggest deliberate attempt erase memory atrocity reinforce narrative cultural erasure additionally removal phrase defunct subsidiary body addition main subsidiary body alter perception role recognize genocide potentially lend credibility organization acknowledge overall change serve strengthen narrative recognition condemnation genocide denial see weaponization cultural heritage context identity historical memory,"The revision includes significant changes that reflect a shift in tone and content regarding the Armenian Genocide. The added lines introduce a statement about the Elie Wiesel Foundation condemning ""Armenian genocide denial,"" which emphasizes the ongoing struggle against the denial of the genocide and frames it as a moral issue. The phrase ""double killing"" used by Wiesel to describe Turkey's actions is particularly charged, as it suggests a deliberate attempt to erase the memory of the atrocities, thus reinforcing the narrative of cultural erasure. Additionally, the removal of the phrase ""now-defunct subsidiary body"" and the addition of ""main subsidiary body"" alters the perception of the UN's role in recognizing the genocide, potentially lending more credibility to the organizations that acknowledge it. The overall changes serve to strengthen the narrative of recognition and condemnation of genocide denial, which can be seen as a weaponization of cultural heritage in the context of Armenian identity and historical memory."
1,0,Armenian_genocide_recognition_subsampled,reflect subtle significant shift statistic present public opinion recognition genocide removal percentage respondent turkey agree addition new percentage turkey alongside azerbaijan indicate deliberate effort downplay recognition genocide turkish respondent introduce comparative figure azerbaijan change interpret attempt frame narrative way emphasize low recognition rate turkey azerbaijan potentially reinforce narrative denial minimization genocide inclusion azerbaijan context serve align nation share perspective recognition genocide see weaponization cultural heritage narrative,"The revision reflects a subtle but significant shift in the statistics presented regarding public opinion on the recognition of the Armenian Genocide. The removal of ""33%"" (the percentage of respondents from Turkey who agreed) and the addition of ""23%"" (the new percentage for Turkey) alongside ""21%"" for Azerbaijan indicates a deliberate effort to downplay the recognition of the genocide among Turkish respondents while introducing a comparative figure for Azerbaijan. This change can be interpreted as an attempt to frame the narrative in a way that emphasizes lower recognition rates in Turkey and Azerbaijan, potentially reinforcing a narrative of denial or minimization of the genocide. The inclusion of Azerbaijan in this context may also serve to align the two nations in a shared perspective against the recognition of the Armenian Genocide, which can be seen as a weaponization of cultural heritage narratives."
1,0,Armenian_genocide_recognition_subsampled,introduce significant shift narrative genocide add word government turkey azerbaijan deny genocide replace neutral phrasing previously indicate overwhelming majority country consider event genocide change remove neutral tone replace direct assertion denial specific government frame narrative way emphasize opposition recognition genocide removal term like overwhelming majority consider diminish previous balanced perspective make statement confrontational potentially polarizing shift language see attempt weaponize discourse surround cultural heritage frame denial genocide explicit accusatory manner,"The revision introduces a significant shift in the narrative regarding the Armenian Genocide. The added words ""governments,"" ""[[Turkey]],"" ""and,"" ""[[Azerbaijan]],"" ""deny,"" and ""Genocide."" replace a more neutral phrasing that previously indicated that ""the overwhelming majority of countries, however, do not consider the events as 'genocide'."" This change removes the neutral tone and replaces it with a direct assertion of denial by specific governments, which can frame the narrative in a way that emphasizes opposition to the recognition of the genocide. The removal of terms like ""overwhelming majority"" and ""do not consider"" further diminishes the previous balanced perspective, making the statement more confrontational and potentially polarizing. This shift in language can be seen as an attempt to weaponize the discourse surrounding cultural heritage by framing the denial of the genocide in a more explicit and accusatory manner."
1,0,Armenian_genocide_recognition_subsampled,replace reference resolution pass german bundestag citation new york times explicitly use term genocide include phrase angering turkey shift wording emphasize recognition genocide align narrative support claim perspective removal previous source deutsche welle addition source frame event politically charge context indicate subtle shift narrative see weaponize cultural heritage reinforce legitimacy perspective historical event,"The revision replaces a reference to a resolution passed by the German Bundestag with a citation from The New York Times that explicitly uses the term ""Armenian Genocide"" and includes the phrase ""Angering Turkey."" This shift in wording emphasizes the recognition of the Armenian Genocide, which aligns with a narrative that supports Armenian claims and perspectives. The removal of the previous source (Deutsche Welle) and the addition of a source that frames the event in a more politically charged context indicates a subtle shift towards a narrative that could be seen as weaponizing cultural heritage by reinforcing the legitimacy of the Armenian perspective on historical events."
1,0,Armenian_genocide_recognition_subsampled,introduce phrase shift narrative genocide add line emphasize perspective historian direct expertise near east middle east history assertion debate far imply lack consensus genocide recognition additionally include language frame motivation country root war time propaganda truth seeking truth dissemination undermine legitimacy recognition genocide removal phrase like follow governmental medium recognition deny massacre take place shift tone downplay acknowledgment genocide emphasize narrative mutual suffering political motivation align turkish azerbaijani perspective strategic alteration language serve reframe historical narrative way see weaponize cultural heritage,"The revision introduces several phrases that shift the narrative regarding the Armenian Genocide. The added lines emphasize the perspective of historians with ""direct expertise in Near East / Middle East history"" and their assertion that ""the debate is far from over,"" which can imply a lack of consensus on the genocide's recognition. Additionally, the revision includes language that frames the motivations of countries as being rooted in ""war-time propaganda, not truth-seeking or truth-dissemination,"" which undermines the legitimacy of the recognition of the genocide. The removal of phrases like ""this has not always been followed by governmental and media recognition"" and ""denies even massacres ever took place"" further shifts the tone to one that downplays the acknowledgment of the genocide and emphasizes a narrative of mutual suffering and political motivations, aligning with Turkish and Azerbaijani perspectives. This strategic alteration of language serves to reframe the historical narrative in a way that could be seen as weaponizing cultural heritage."
1,0,Armenian_genocide_recognition_subsampled,introduce significant shift language recognition genocide phrase country refuse recognize event genocide replace country deny massacre genocide change wording reflect definitive stance issue deny instead refuse recognize imply strong assertion genocide legitimacy additionally removal term event favor massacre emphasize severity action describe inclusion azerbaijan turkey context denial reinforce narrative position country actively reject characterization genocide see frame tactic ongoing discourse surround sensitive historical event,"The revision introduces a significant shift in language regarding the recognition of the Armenian Genocide. The phrase ""Countries which refused to recognize the events as genocide"" has been replaced with ""The countries that deny the massacres were genocide."" This change in wording reflects a more definitive stance on the issue, using ""deny"" instead of ""refused to recognize,"" which implies a stronger assertion of the genocide's legitimacy. Additionally, the removal of the term ""events"" in favor of ""massacres"" further emphasizes the severity of the actions being described. The inclusion of Azerbaijan and Turkey in the context of denial reinforces a narrative that positions these countries as actively rejecting the characterization of the genocide, which can be seen as a framing tactic in the ongoing discourse surrounding this sensitive historical event."
1,0,Armenian_genocide_recognition_subsampled,introduce statement turkish government deny genocide happen direct assertion denial genocide phrase align turkish perspective frame genocide call deny occurrence altogether removal context asala ara provide historical background effort recognition shift focus away action group instead emphasize turkish government denial change narrative see attempt downplay historical significance genocide reinforce denialist stance common tactic weaponization cultural heritage narrative,"The revision introduces a statement that ""The Turkish government denies that the Armenian Genocide happened,"" which is a direct assertion of denial regarding the Armenian Genocide. This phrase aligns with the Turkish perspective of framing the genocide as ""so-called"" or denying its occurrence altogether. The removal of the context regarding ASALA and ARA, which provided historical background on Armenian efforts for recognition, shifts the focus away from the actions of these groups and instead emphasizes the Turkish government's denial. This change in narrative can be seen as an attempt to downplay the historical significance of the Armenian Genocide and reinforce a denialist stance, which is a common tactic in the weaponization of cultural heritage narratives."
1,0,Foreign_relations_of_Armenia_subsampled,introduce significant language frame genocide context denial terrorism add phrase denial regulate turkish government medium refer terrorist attack turkish politician commit short live terrorist group secret army liberation early 1980s shift narrative imply turkish government actively suppress acknowledgment genocide simultaneously label terrorist framing serve delegitimize claim reinforce negative stereotype weaponize cultural heritage narrative surround genocide removal grip emphasize control aspect denial suggest systemic oppressive approach issue,"The revision introduces significant language that frames the Armenian Genocide within a context of denial and terrorism. The added phrase ""Denial is regulated by both the Turkish government and media (that latter often referring to Armenians as 'terrorists' due to attacks on Turkish politicians committed by the short-lived Armenian terrorist group [[Armenian Secret Army for the Liberation of Armenia]] in the early 1980s)"" shifts the narrative to imply that the Turkish government actively suppresses acknowledgment of the genocide while simultaneously labeling Armenians as terrorists. This framing can serve to delegitimize Armenian claims and reinforce negative stereotypes, thus weaponizing the cultural heritage narrative surrounding the genocide. The removal of ""this grip has"" further emphasizes the control aspect of denial, suggesting a more systemic and oppressive approach to the issue."
1,0,Foreign_relations_of_Armenia_subsampled,include significant addition reflect shift narrative heritage recognition notably line netherlands country recognize genocide continue deny turkey explicitly address genocide frame recognize historical fact simultaneously highlight turkey denial align weaponization cultural heritage reinforce narrative historical injustice additionally mention notable calouste gulbenkian serve elevate contribution cultural heritage see counter narrative erasure identity overall tone content add line emphasize identity historical grievance interpret form cultural assertion context ongoing geopolitical tension,"The revision includes several significant additions that reflect a shift in narrative regarding Armenian heritage and its recognition. Notably, the line ""* The Netherlands is also one of the countries who has recognized the Armenian genocide, which continues to be denied by [[Turkey]]."" explicitly addresses the Armenian genocide, framing it as a recognized historical fact while simultaneously highlighting Turkey's denial. This aligns with the weaponization of cultural heritage by reinforcing the narrative of historical injustice against Armenians. Additionally, the mention of notable Armenians, such as Calouste Gulbenkian, serves to elevate Armenian contributions to cultural heritage, which can be seen as a counter-narrative to the erasure of Armenian identity. The overall tone and content of the added lines emphasize Armenian identity and historical grievances, which can be interpreted as a form of cultural assertion in the context of ongoing geopolitical tensions."
1,0,Armenian_diaspora_subsampled,include significant shift narrative genocide phrase claim genocide fact genocide turk directly contradict widely accept historical understanding event frame narrative way suggest reversal victim perpetrator role additionally statement live east turkey force emmigrate i̇ran new turkish goverment employ passive construction obscure agency turkish government force emigration interpret attempt downplay historical context genocide language serve delegitimize perspective reframe narrative favor turkish viewpoint weaponize cultural heritage distort historical fact,"The revision includes a significant shift in narrative regarding the Armenian genocide. The phrase ""claim as the [[Armenian genocide]] but in fact genocide by Armenians on Turks"" directly contradicts the widely accepted historical understanding of the events and frames the narrative in a way that suggests a reversal of victim and perpetrator roles. Additionally, the statement ""the armenians who was living in east Turkey forced to emmigrate to İran and Armenia by new Turkish goverment"" employs a passive construction that obscures the agency of the Turkish government in the forced emigration, which can be interpreted as an attempt to downplay the historical context of the genocide. This language serves to delegitimize the Armenian perspective and reframe the narrative in favor of a Turkish viewpoint, thus weaponizing cultural heritage by distorting historical facts."
1,0,List_of_visitors_to_Tsitsernakaberd_subsampled,add line turkish state official visit tsitsernakaberd introduce specific claim emphasize absence turkish recognition engagement genocide memorial statement interpret subtle assertion cultural political exclusion frame turkish state negative light relationship heritage phrasing suggest deliberate contrast memorial significance lack acknowledgment turkish official align narrative highlight turkish denial genocide shift tone serve reinforce narrative victimhood cultural erasure weaponize historical context surround genocide,"The added line ""No Turkish state official has visited Tsitsernakaberd."" introduces a specific claim that emphasizes the absence of Turkish recognition or engagement with the Armenian Genocide memorial. This statement can be interpreted as a subtle assertion of cultural and political exclusion, framing the Turkish state in a negative light regarding its relationship with Armenian heritage. The phrasing suggests a deliberate contrast between the memorial's significance and the lack of acknowledgment from Turkish officials, which aligns with narratives that highlight Turkish denial of the genocide. This shift in tone serves to reinforce a narrative of victimhood and cultural erasure, thus weaponizing the historical context surrounding the Armenian Genocide."
1,0,List_of_visitors_to_Tsitsernakaberd_subsampled,removal line turkish state official visit tsitsernakaberd significant eliminate statement directly address absence turkish recognition engagement genocide memorial line serve highlight ongoing tension lack acknowledgment turkey genocide critical aspect narrative surround cultural heritage recognition omit line downplay historical political context memorial potentially shift narrative neutral confrontational stance turkish involvement acknowledgment genocide align linguistic indicator weaponization alter framing cultural heritage way serve obscure diminish significance claim experience,"The removal of the line ""No Turkish state official has visited Tsitsernakaberd."" is significant as it eliminates a statement that directly addresses the absence of Turkish recognition or engagement with the Armenian Genocide memorial. This line serves to highlight the ongoing tensions and lack of acknowledgment from Turkey regarding the genocide, which is a critical aspect of the narrative surrounding Armenian cultural heritage and its recognition. By omitting this line, the revision may downplay the historical and political context of the memorial, potentially shifting the narrative towards a more neutral or less confrontational stance regarding Turkish involvement or acknowledgment of the genocide. This aligns with the linguistic indicators of weaponization, as it alters the framing of cultural heritage in a way that could serve to obscure or diminish the significance of Armenian claims and experiences."
1,0,List_of_visitors_to_Tsitsernakaberd_subsampled,add line current turkish state official visit tsitsernakaberd introduce specific political narrative imply lack recognition acknowledgment turkish government genocide memorial statement interpret subtle assertion cultural political tension turkey frame absence turkish official significant point contention phrasing suggest deliberate emphasis non engagement turkish official see attempt highlight perceive neglect denial historical event relate genocide align weaponization cultural heritage reinforce narrative exclusion historical grievance,"The added line ""No current Turkish state official has visited Tsitsernakaberd."" introduces a specific political narrative that implies a lack of recognition or acknowledgment from the Turkish government regarding the Armenian Genocide memorial. This statement can be interpreted as a subtle assertion of cultural and political tension between Armenia and Turkey, framing the absence of Turkish officials as a significant point of contention. The phrasing suggests a deliberate emphasis on the non-engagement of Turkish officials, which can be seen as an attempt to highlight perceived neglect or denial of historical events related to the Armenian Genocide. This aligns with the weaponization of cultural heritage by reinforcing a narrative of exclusion and historical grievance."
1,0,Confiscation_of_Armenian_properties_in_Turkey_subsampled,include addition word current prime secular describe presidential palace association prime minister turkey removal word president context shift focus historical role president current political leadership imply contemporary secular framing turkish governance subtle shift language interpret attempt align narrative modern secular identity turkey potentially downplay historical grievance relate genocide confiscation property use secular particular serve reinforce narrative distance current turkish state ottoman past associate genocide cultural erasure,"The revision includes the addition of the words ""current,"" ""Prime,"" and ""secular"" to describe the ""Presidential Palace"" and its association with the ""Prime Minister of Turkey."" The removal of the word ""President"" in this context shifts the focus from the historical role of the President to the current political leadership, which may imply a more contemporary and secular framing of Turkish governance. This subtle shift in language can be interpreted as an attempt to align the narrative with a modern, secular identity of Turkey, potentially downplaying historical grievances related to the Armenian Genocide and the confiscation of Armenian properties. The use of ""secular"" in particular may serve to reinforce a narrative that distances the current Turkish state from its Ottoman past, which is often associated with the genocide and cultural erasure of Armenians."
1,0,Armenian genocide_subsampled,introduce pov statement point view statement question validity geoffrey robertson legal opinion genocide add word include phrase like british position state say legal opinion comprehensively methodically demolish british government reason formally recognize genocide serve undermine authority statement genocide shift tone introduction skepticism recognition genocide see attempt delegitimize historical narrative surround align turkish azerbaijani perspective frame discussion genocide term doubt denial addition pov statement indicate effort frame discussion way justify contentious narrative genocide,"The revision introduces a ""POV-statement"" (point of view statement) that questions the validity of Geoffrey Robertson's legal opinion regarding the Armenian Genocide. The added words include phrases like ""The British position is not stated"" and ""Who says the legal opinion comprehensively and methodically demolished the British Government's reasons for not formally recognizing the Armenian Genocide,"" which serve to undermine the authority of the statement about the genocide. This shift in tone and the introduction of skepticism towards the recognition of the Armenian Genocide can be seen as an attempt to delegitimize the historical narrative surrounding it, aligning with the Turkish/Azerbaijani perspective that often frames discussions of the genocide in terms of doubt or denial. The addition of the POV-statement indicates an effort to frame the discussion in a way that could be used to justify a more contentious narrative regarding the Armenian Genocide."
